gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,ChurnProbability,CustomerSegment
1,0,0,0,72,1,2,1,0,2,2,2,2,2,2,0,0,109.2,5946,0,0.04199926092985466,Loyal
0,0,1,1,41,1,0,0,2,0,0,2,2,2,1,1,1,74.7,2771,0,0.062153588984158153,Loyal
0,1,1,0,65,1,0,1,2,2,2,0,0,2,0,0,2,94.4,4999,0,0.1545921948996909,Loyal
0,1,0,0,13,1,0,0,0,2,2,0,0,0,0,1,2,54.8,5674,0,0.3789631886825312,Dormant
1,1,0,0,4,1,0,1,2,0,0,0,0,0,0,0,2,75.35,2376,0,0.47272372440504595,Dormant
1,0,0,0,41,1,2,0,0,0,2,0,0,2,1,0,3,65.0,2187,0,0.11377935734649326,Loyal
1,1,0,0,15,1,0,1,0,2,0,0,0,0,0,1,2,74.4,146,1,0.4966321193616721,Dormant
1,0,0,0,1,1,0,0,2,0,0,0,0,0,0,1,3,48.55,4051,1,0.339507110916708,Dormant
1,0,0,0,42,1,2,1,2,2,2,0,0,2,1,1,2,99.0,3653,0,0.19632966837583046,Loyal
0,0,1,0,51,1,0,1,2,2,2,0,2,0,1,1,2,93.5,3921,0,0.12035675097824267,Loyal
0,0,1,1,2,1,0,1,0,0,0,0,0,0,0,0,2,70.4,864,1,0.5131811813481931,Dormant
1,1,1,0,1,0,1,0,0,2,0,0,2,0,0,0,2,40.2,3414,1,0.581204579885269,Dormant
1,0,0,1,32,1,2,0,0,2,2,2,2,2,1,0,1,83.7,2280,0,0.08840356683812159,Loyal
1,0,0,0,10,1,0,2,1,1,1,1,1,1,0,1,3,19.85,1529,0,0.185884929848974,Loyal
0,0,1,1,67,0,1,0,0,2,2,2,2,2,2,1,2,59.55,3494,0,0.03365191673535808,Loyal
0,0,1,1,61,1,2,1,2,2,2,2,2,2,2,0,1,115.1,5524,0,0.03901677681811159,Loyal
1,0,0,0,50,1,2,1,2,2,2,2,2,2,1,0,1,114.35,4775,0,0.11058174222412358,Loyal
0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,1,1,44.6,6021,1,0.4683276333377181,Dormant
0,1,1,0,29,0,1,0,2,0,2,0,0,2,0,1,2,45.0,416,0,0.35443624026554676,Dormant
1,1,0,0,3,0,1,0,0,0,2,0,0,2,0,1,2,41.15,583,1,0.6508903974080478,Dormant
1,1,0,0,13,1,2,1,0,2,2,0,2,2,0,1,2,106.9,660,1,0.7456397604663371,At Risk
1,1,1,0,57,1,2,1,0,2,0,0,0,2,0,1,2,89.85,4178,0,0.3899779810348006,Dormant
0,0,0,0,31,0,1,0,2,2,0,2,0,2,2,1,0,49.85,942,0,0.04889164026267046,Loyal
0,0,1,0,45,1,2,1,2,2,2,2,2,2,1,0,3,113.3,4263,0,0.15093503850351592,Loyal
0,0,1,1,61,1,2,0,2,2,2,2,2,2,2,0,3,88.1,4589,0,0.01611043324313734,Loyal
1,0,0,0,50,1,2,2,1,1,1,1,1,1,2,0,0,24.9,363,0,0.010253403924779124,Loyal
0,1,0,0,19,1,0,1,2,2,0,2,2,2,0,1,3,105.0,1633,0,0.4779402761767329,Dormant
1,0,0,0,59,1,0,2,1,1,1,1,1,1,2,0,3,19.35,196,1,0.006584273837728154,Loyal
0,0,1,0,71,1,2,2,1,1,1,1,1,1,2,1,1,24.25,1241,0,0.008776850263961284,Loyal
0,1,0,0,16,1,0,1,0,0,0,2,2,2,0,1,2,94.45,930,1,0.6156396763209849,Dormant
1,0,1,0,57,1,0,0,2,2,0,2,0,0,2,1,2,59.75,2987,0,0.010628860380901686,Loyal
1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,24.8,2044,1,0.43816369636578467,Dormant
1,1,1,0,20,1,2,1,0,2,0,2,2,2,0,0,2,107.05,1790,0,0.5746836962275316,Dormant
1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,3,70.6,5513,1,0.6216672934326078,Dormant
1,0,1,0,5,1,2,1,0,2,0,2,0,0,0,1,2,85.4,3422,1,0.5956864871518568,Dormant
0,0,1,0,52,1,2,1,0,2,2,0,2,2,0,1,2,105.05,4658,1,0.4731554528825452,Dormant
1,1,1,0,21,1,0,0,2,2,0,0,0,2,0,1,0,64.95,615,0,0.2279018930531472,Loyal
1,0,0,0,14,0,1,0,0,0,2,2,2,2,0,1,2,55.0,5873,0,0.5657490820602595,Dormant
0,0,0,0,5,1,0,0,0,2,0,0,0,0,0,0,0,50.55,2089,0,0.26210751428958057,Loyal
0,0,0,0,6,1,0,0,2,2,0,0,0,0,0,0,3,55.15,2803,0,0.21671302841204,Loyal
0,0,0,0,10,1,0,0,0,2,0,0,0,0,0,0,2,51.2,4212,0,0.28062970637808904,Loyal
0,0,0,1,1,1,2,2,1,1,1,1,1,1,0,0,3,25.4,2155,0,0.2144049223498924,Loyal
0,0,0,0,68,1,2,0,2,0,0,0,0,0,0,0,3,54.45,3176,0,0.05115717678444396,Loyal
1,0,1,1,18,1,0,1,0,0,2,0,2,2,0,0,3,95.15,1306,1,0.540664367378247,Dormant
0,0,0,0,22,1,2,1,0,0,0,0,0,0,1,1,1,76.0,1316,0,0.35236431518337846,Dormant
0,0,0,0,20,1,0,0,0,0,0,0,0,0,0,1,2,44.35,6383,0,0.3257899404558086,Dormant
1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,2,70.0,5501,1,0.6198352119305643,Dormant
1,1,0,0,8,1,0,1,0,2,0,0,0,0,0,1,2,74.5,4955,1,0.622499697492992,Dormant
1,0,0,0,10,1,0,0,0,0,0,0,0,0,0,1,1,44.85,3698,1,0.34390446729903734,Dormant
1,1,0,0,24,1,2,1,0,0,0,0,0,0,0,1,2,76.1,1213,1,0.5592220279551122,Dormant
1,0,0,0,35,1,0,0,2,2,2,0,0,0,1,0,3,61.2,1655,0,0.043514162696250455,Loyal
1,0,1,1,23,1,0,1,0,2,2,2,0,0,1,0,3,86.8,1544,0,0.14162486073868483,Loyal
0,1,0,0,6,1,0,1,0,0,0,0,2,2,0,1,2,89.35,4686,0,0.7974287346266907,At Risk
0,0,0,0,12,1,0,2,1,1,1,1,1,1,0,0,3,19.7,1823,0,0.14065049680751648,Loyal
1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,20.25,1611,0,0.18386170841530664,Loyal
0,0,1,1,71,1,0,1,0,0,2,0,0,0,2,0,2,76.05,4517,0,0.02886844200771885,Loyal
1,1,1,0,35,1,2,1,0,0,2,0,2,2,0,1,2,100.8,2977,0,0.6576606979068973,Dormant
1,0,1,1,40,1,2,0,0,0,2,0,2,2,0,1,2,74.55,2613,0,0.29557600472765094,Loyal
0,0,0,1,1,1,0,1,2,0,0,0,0,0,0,1,3,73.6,5668,1,0.5511536643011404,Dormant
1,0,0,0,23,1,0,0,0,0,0,0,2,2,1,1,0,64.9,922,0,0.19592008691043097,Loyal
0,1,0,0,4,1,2,1,0,0,0,0,2,2,0,1,2,95.45,3387,1,0.8450936587878891,At Risk
1,0,0,0,4,1,0,1,0,0,2,2,0,2,0,1,2,90.4,3083,0,0.629242413648964,Dormant
0,0,1,1,68,0,1,0,0,2,2,2,2,2,2,0,1,60.3,3498,0,0.022664382430861926,Loyal
1,0,0,1,38,1,2,1,0,2,0,0,0,0,0,1,3,81.85,2732,0,0.3582429400993877,Dormant
1,0,1,1,52,1,2,2,1,1,1,1,1,1,2,0,3,24.8,417,0,0.01012720515618418,Loyal
1,1,1,0,32,1,2,1,0,0,0,0,0,0,0,1,2,74.9,1943,1,0.5122752654121712,Dormant
1,0,1,1,29,1,0,0,0,0,2,2,2,2,2,0,3,75.55,1683,0,0.05121979252829287,Loyal
1,1,1,1,38,1,2,1,0,2,0,0,2,2,0,0,2,101.15,3220,0,0.47575967284637016,Dormant
1,0,0,1,48,1,2,0,2,0,2,0,2,2,1,1,1,78.75,3173,0,0.08131745542717109,Loyal
0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,1,0,19.25,1480,0,0.2100907945285507,Loyal
0,0,0,0,22,1,0,1,2,0,0,2,0,2,0,1,2,89.05,1460,0,0.35899462539596083,Dormant
0,0,0,0,43,1,2,1,2,2,2,2,2,2,2,0,1,115.05,4134,0,0.07249111779851677,Loyal
0,1,1,0,5,1,0,1,0,0,0,0,0,0,0,1,2,69.35,2954,0,0.6791344122786629,Dormant
1,0,0,0,5,1,0,1,0,0,0,0,2,0,0,1,2,80.6,3547,1,0.6863390222187374,Dormant
1,0,1,1,51,1,2,1,2,2,0,2,2,2,1,0,1,110.05,4697,0,0.0970226852373511,Loyal
1,0,0,0,71,1,0,2,1,1,1,1,1,1,2,1,1,19.9,643,0,0.005644232601884232,Loyal
0,0,1,1,38,1,0,0,2,2,0,2,2,2,1,0,1,80.3,2658,1,0.0439848681908278,Loyal
1,1,1,0,24,1,0,1,0,0,2,0,2,2,0,1,2,93.15,1867,1,0.6421629171715111,Dormant
1,0,1,0,35,1,2,1,0,0,0,2,2,0,0,1,1,91.5,2813,0,0.4300397397601394,Dormant
0,1,0,0,54,1,2,0,2,2,0,2,2,2,1,0,0,82.45,3700,1,0.04366720516397437,Loyal
0,0,1,1,72,0,1,0,0,2,2,2,2,2,2,1,2,60.0,3633,0,0.029148795393407687,Loyal
1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,2,44.8,3748,0,0.4304393580334851,Dormant
0,0,1,1,9,1,0,0,2,0,0,0,0,0,1,0,3,48.6,3600,0,0.1088402233656716,Loyal
1,0,0,0,69,0,1,0,2,2,0,2,2,2,2,1,0,60.05,3568,0,0.020224480128767427,Loyal
0,0,1,0,52,1,2,1,0,2,0,2,2,2,0,1,1,102.7,4322,0,0.35497419466852426,Dormant
0,1,1,0,11,1,0,1,0,0,0,2,2,0,0,1,2,82.9,6284,0,0.6487112219227182,Dormant
0,1,0,0,2,1,0,1,0,0,0,0,0,0,0,1,2,70.35,708,1,0.663359345372259,Dormant
0,1,1,1,28,0,1,0,0,0,0,0,2,0,0,1,2,35.9,6494,0,0.4855430587945415,Dormant
0,1,0,0,17,1,2,1,0,0,2,0,0,0,0,1,1,82.65,869,0,0.6184239200043283,Dormant
0,0,1,1,35,1,0,2,1,1,1,1,1,1,2,1,3,19.85,5709,0,0.025947702251148484,Loyal
0,0,0,0,8,1,0,2,1,1,1,1,1,1,1,1,3,19.2,1070,0,0.10574895188072043,Loyal
1,0,0,0,46,1,2,1,0,2,2,0,2,0,1,1,1,94.9,3761,0,0.22399689591687091,Loyal
0,0,0,0,7,1,2,1,0,0,0,0,0,0,0,1,2,73.85,4306,1,0.69134519148938,Dormant
0,0,0,0,2,1,2,1,0,0,2,0,0,0,0,0,3,80.6,988,1,0.6358288444244785,Dormant
1,0,1,1,68,1,2,0,0,2,2,2,0,2,1,1,0,75.8,4426,1,0.035953153168478746,Loyal
0,0,0,0,43,1,2,1,0,2,2,0,2,2,2,1,2,104.6,4031,1,0.19901488659401662,Loyal
0,0,0,0,68,1,2,0,2,2,2,2,2,2,2,1,2,88.15,5017,0,0.01942752092197776,Loyal
0,0,0,0,36,1,0,1,0,2,0,0,2,2,0,1,1,94.8,3087,0,0.4755019563548685,Dormant
1,0,1,0,63,1,2,1,0,2,2,0,2,2,0,1,2,103.4,5270,1,0.3682941248902957,Dormant
0,1,0,0,32,1,0,0,0,2,0,2,0,0,0,0,0,54.65,1384,0,0.10118844207284719,Loyal
0,0,1,0,71,1,2,0,2,2,2,2,2,2,2,0,1,85.75,5054,0,0.012046906116728383,Loyal
0,0,1,1,66,1,2,0,2,2,2,0,0,0,0,1,0,67.45,3834,0,0.053842757909485145,Loyal
1,0,0,0,63,1,0,2,1,1,1,1,1,1,1,0,3,20.5,596,0,0.012582484716949567,Loyal
0,0,0,1,41,1,0,2,1,1,1,1,1,1,1,1,1,20.25,6250,0,0.03753198839988939,Loyal
0,1,0,0,1,1,2,1,0,0,0,0,0,0,0,1,2,72.1,5622,0,0.770502366946272,At Risk
0,0,0,0,2,1,0,1,0,0,0,0,2,2,0,1,2,90.4,1169,1,0.7608509325870972,At Risk
0,0,1,0,70,1,0,2,1,1,1,1,1,1,2,0,0,19.45,558,0,0.004388949399314137,Loyal
0,0,0,0,23,0,1,0,0,0,0,0,2,2,0,1,2,44.95,6523,0,0.5998306235003689,Dormant
0,1,1,0,64,1,0,1,2,2,2,0,0,2,1,0,0,97.0,5175,0,0.07988125628349747,Loyal
1,0,1,1,37,1,2,0,2,0,2,2,0,0,2,1,1,62.8,1916,0,0.022059450594158033,Loyal
1,0,0,1,17,1,0,0,0,0,0,0,0,0,1,0,3,44.6,5385,0,0.12615273465603857,Loyal
0,1,0,0,7,1,0,1,0,0,0,0,2,2,0,1,2,89.15,4739,0,0.7915624991087437,At Risk
1,0,1,1,4,1,2,1,0,2,2,0,0,0,0,1,0,84.8,3201,1,0.6023778633184641,Dormant
0,1,0,0,21,0,1,0,2,0,0,0,2,0,0,1,2,41.9,6180,1,0.47139576043034326,Dormant
0,0,0,0,10,1,0,1,0,0,0,0,0,2,0,1,0,80.25,6194,1,0.6868418470749315,Dormant
0,1,0,0,16,1,2,0,2,0,0,0,0,0,0,1,2,54.1,6293,0,0.36415575623252683,Dormant
1,0,1,0,64,1,2,1,0,2,0,2,2,2,2,1,2,105.25,5392,0,0.088424992265223,Loyal
1,1,1,0,27,0,1,0,2,0,0,0,0,0,0,0,1,30.75,6040,1,0.2700384329040196,Loyal
1,0,1,1,42,1,2,1,2,0,0,0,2,2,1,0,2,97.1,3433,0,0.17898956491339568,Loyal
1,0,0,1,5,1,0,2,1,1,1,1,1,1,0,0,3,20.2,6133,0,0.17251364118841406,Loyal
0,0,0,0,41,1,0,1,0,2,0,2,2,2,2,1,0,98.8,3385,0,0.10366366907319298,Loyal
1,0,1,0,58,1,0,0,0,0,2,0,0,0,1,0,1,50.3,2484,0,0.034947834152197974,Loyal
0,0,0,0,47,1,0,2,1,1,1,1,1,1,2,1,3,20.55,6432,0,0.021064117623626918,Loyal
1,0,0,0,18,1,0,1,0,0,0,2,0,0,0,1,0,75.9,673,0,0.3663576773767222,Dormant
1,0,0,0,5,1,0,1,0,0,2,0,2,2,0,0,0,96.5,4173,1,0.6783518246021618,Dormant
1,0,1,0,23,1,0,0,2,0,0,0,0,2,0,1,0,59.95,742,0,0.21241254227374257,Loyal
0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,19.15,1478,0,0.18630997984193207,Loyal
1,0,1,0,71,1,2,1,0,0,2,0,2,2,1,1,1,98.65,5482,0,0.19116953300481926,Loyal
1,0,1,1,72,1,2,1,2,2,2,2,2,2,2,1,1,112.6,6074,0,0.03453629415847098,Loyal
1,0,1,1,33,1,0,2,1,1,1,1,1,1,1,0,3,20.6,5456,0,0.039069566056265985,Loyal
1,0,0,0,2,1,2,1,0,0,0,0,2,0,0,1,2,85.65,1358,1,0.7434783232948281,At Risk
1,0,0,1,24,0,1,0,2,0,0,2,0,0,2,0,3,35.75,6136,0,0.04609936830839543,Loyal
0,0,1,1,56,1,2,1,0,2,2,2,0,2,1,1,1,99.75,4643,0,0.13451157149855947,Loyal
1,0,0,0,37,1,0,1,0,2,0,0,2,2,0,1,1,96.1,3150,0,0.4634055119568928,Dormant
0,0,0,0,43,1,2,0,0,2,2,2,2,2,1,0,1,85.1,3162,0,0.08612226856497825,Loyal
1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3,25.35,2154,0,0.4892227018592277,Dormant
0,0,1,0,25,1,2,1,0,0,2,2,2,2,0,1,0,104.95,2222,1,0.5815839827784293,Dormant
0,0,0,0,61,1,2,0,2,2,2,2,2,2,2,0,2,89.65,4438,0,0.017796970503546748,Loyal
1,0,0,0,17,1,2,1,0,0,2,2,0,0,1,0,2,86.75,751,0,0.2441501792513857,Loyal
0,0,1,0,41,1,0,1,0,2,2,2,0,0,1,1,0,86.2,2895,0,0.12506111590480012,Loyal
1,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,3,50.65,4232,1,0.34443725561961425,Dormant
1,1,1,1,72,0,1,0,2,2,2,2,2,2,2,1,0,64.8,4002,0,0.01939515843544256,Loyal
1,0,0,0,1,1,2,1,0,2,0,0,0,2,0,1,1,90.85,6327,1,0.782552164001894,At Risk
1,0,0,0,48,1,2,1,0,2,2,0,2,2,2,1,0,108.1,4285,0,0.1639380982387125,Loyal
1,1,1,0,11,1,0,2,1,1,1,1,1,1,0,0,3,19.95,1761,1,0.1705331224336286,Loyal
0,1,1,0,55,1,2,1,0,2,2,0,0,0,0,1,2,85.45,4120,1,0.33628042983310863,Dormant
0,0,0,0,42,0,1,0,2,2,2,2,0,2,1,1,2,54.75,1984,0,0.08113085832380121,Loyal
1,0,0,0,44,1,2,1,0,0,2,0,0,2,0,1,3,90.4,3475,0,0.48038531459136224,Dormant
1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,2,44.0,3734,0,0.3027286262405246,Dormant
0,0,0,0,27,1,2,1,0,0,0,0,2,2,0,1,0,95.6,2243,0,0.6374088741828433,Dormant
1,1,1,0,27,1,2,0,0,2,2,2,2,2,0,1,0,84.8,1945,0,0.33067581881220076,Dormant
0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,1,2,44.3,6299,0,0.5115577740144114,Dormant
0,0,0,0,19,1,0,2,1,1,1,1,1,1,0,0,3,19.9,3164,0,0.12311053053666907,Loyal
0,1,1,0,42,1,2,1,0,0,0,0,2,2,0,1,2,95.05,3370,0,0.6169932408563866,Dormant
0,0,0,0,66,1,2,0,2,2,2,2,2,2,2,1,1,90.05,4887,0,0.020380504105819836,Loyal
1,1,1,0,33,1,2,1,2,0,2,2,2,2,0,1,0,109.9,3188,0,0.4511433606757553,Dormant
0,0,0,0,34,1,0,1,0,2,0,0,0,0,0,1,1,73.95,2181,1,0.3250605055599645,Dormant
1,1,0,0,33,0,1,0,0,0,2,2,2,2,0,1,2,54.6,1353,0,0.3845476047401072,Dormant
0,0,1,1,23,1,0,2,1,1,1,1,1,1,1,0,3,20.05,3545,0,0.050351400739080364,Loyal
0,0,0,0,32,1,0,2,1,1,1,1,1,1,1,0,0,19.75,5062,0,0.03859294850973093,Loyal
0,0,0,0,11,1,0,2,1,1,1,1,1,1,1,0,1,20.05,2010,0,0.06823988421002533,Loyal
1,0,1,1,69,1,2,1,0,0,2,0,2,2,0,1,1,99.45,5523,1,0.30632634684385635,Dormant
0,0,1,0,68,1,0,0,2,0,0,2,0,0,1,0,0,55.9,3294,0,0.012389816935355263,Loyal
1,0,0,0,20,1,0,2,1,1,1,1,1,1,2,1,3,19.7,3581,0,0.04033222188245267,Loyal
1,0,0,0,72,1,0,2,1,1,1,1,1,1,2,1,1,19.8,862,0,0.005512420005466007,Loyal
1,0,1,1,60,1,2,1,2,0,2,0,2,0,1,1,0,95.4,4792,0,0.10714378388615373,Loyal
1,1,1,1,32,1,0,1,0,2,0,0,2,2,0,1,3,93.95,2469,0,0.5230455514209712,Dormant
0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,1,3,19.9,1492,1,0.2456720637585934,Loyal
1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,1,3,19.6,1486,1,0.23446638538484532,Loyal
1,1,0,0,3,1,2,1,0,2,0,0,0,0,0,1,2,81.35,1965,1,0.700678328359162,At Risk
0,0,1,0,46,1,2,2,1,1,1,1,1,1,1,1,0,24.45,126,0,0.03658159752823658,Loyal
0,0,1,0,29,1,2,1,0,0,0,0,0,0,0,1,2,74.95,1765,0,0.5050689989694804,Dormant
1,0,0,0,51,1,2,1,0,2,2,2,0,0,0,1,2,87.35,3795,0,0.21514656887283462,Loyal
0,1,1,0,48,1,0,1,0,0,0,0,0,0,0,1,0,70.65,3070,0,0.31456504918484535,Dormant
0,0,1,1,16,1,0,1,0,2,0,0,0,0,0,0,0,73.25,364,0,0.3162651217275949,Dormant
1,0,1,0,70,1,2,1,0,2,2,2,0,2,2,1,0,98.7,5414,0,0.04902017721248849,Loyal
0,0,1,1,40,1,2,2,1,1,1,1,1,1,2,1,3,24.8,53,0,0.0215680667895094,Loyal
0,0,1,1,22,1,0,1,0,2,0,0,0,2,0,0,2,83.3,1406,1,0.3948331308757584,Dormant
0,1,0,0,1,1,0,1,0,0,2,0,0,0,0,1,0,75.3,5769,1,0.7055102991920101,At Risk
0,0,1,1,5,1,2,2,1,1,1,1,1,1,0,1,3,24.3,584,0,0.24041036299264756,Loyal
0,0,0,0,7,1,0,1,0,0,0,0,0,0,0,1,0,69.85,4328,0,0.6003795908980417,Dormant
1,0,0,1,29,1,2,1,0,2,2,2,0,2,1,0,1,100.55,2446,0,0.18052215834683175,Loyal
1,0,1,1,44,1,2,2,1,1,1,1,1,1,1,0,3,25.7,214,0,0.027489031443393645,Loyal
0,0,0,0,10,0,1,0,2,2,2,0,0,0,0,0,0,40.7,3805,0,0.2784497130347016,Loyal
0,1,1,0,55,1,2,0,0,0,0,0,0,0,0,0,0,51.65,2450,0,0.12184263260286252,Loyal
1,1,1,0,52,1,2,1,0,2,2,0,2,2,1,1,0,105.1,4477,0,0.29871489750696073,Loyal
0,0,1,1,10,1,2,1,0,0,0,0,0,2,0,0,2,85.95,6237,0,0.6839303709897505,Dormant
1,0,0,0,18,1,2,1,0,0,0,0,0,0,0,1,0,75.6,720,0,0.5252995461123726,Dormant
0,0,1,0,68,1,2,0,2,0,0,2,0,0,1,0,0,58.25,3399,0,0.01569327726042759,Loyal
0,0,1,1,61,1,0,2,1,1,1,1,1,1,0,1,3,19.4,340,1,0.033889491504688216,Loyal
0,0,1,1,72,0,1,0,2,2,2,2,2,2,2,1,1,65.2,4044,0,0.018533146889396234,Loyal
1,0,0,0,2,1,0,0,2,0,2,0,0,0,0,0,2,53.45,353,0,0.21240218734742444,Loyal
1,0,0,0,12,1,0,0,0,0,0,0,0,0,0,1,0,45.4,4345,1,0.3267166345396438,Dormant
1,0,1,0,41,1,0,2,1,1,1,1,1,1,2,1,2,19.75,6319,0,0.023915867522789007,Loyal
0,0,0,0,26,0,1,0,0,0,2,2,2,0,0,1,1,44.45,343,0,0.3013654377614075,Dormant
1,0,1,0,36,1,0,2,1,1,1,1,1,1,1,0,0,20.85,5624,0,0.03657290783569936,Loyal
1,0,1,1,72,1,2,1,2,2,2,2,2,2,2,1,1,114.05,6196,0,0.036087896089343215,Loyal
1,0,1,0,35,1,2,1,0,0,0,2,0,2,0,1,0,89.85,2744,0,0.42730725429190114,Dormant
1,0,0,0,1,1,0,0,0,0,2,2,0,0,0,0,3,55.05,4559,0,0.2992090422735845,Loyal
0,0,1,1,16,1,2,1,2,0,2,2,2,2,0,1,2,112.95,1456,0,0.5397648091163523,Dormant
0,1,0,0,49,1,2,1,2,0,0,0,2,2,0,0,1,101.55,4290,0,0.36338627095837134,Dormant
0,0,1,0,54,1,2,1,2,2,2,2,2,2,1,1,3,114.65,4944,0,0.16470760879204527,Loyal
0,0,0,1,18,1,2,0,2,0,0,0,0,2,0,0,2,64.8,311,0,0.21532243773853568,Loyal
0,0,1,0,36,1,0,1,0,0,0,0,0,2,0,0,2,80.4,2539,0,0.39342256087201494,Dormant
0,0,0,0,60,1,2,1,0,2,2,0,2,2,0,1,2,105.9,5156,1,0.40229424836087724,Dormant
0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,3,69.55,5447,1,0.6266872148503044,Dormant
0,0,1,1,52,1,2,2,1,1,1,1,1,1,2,1,0,25.05,498,0,0.01248161016696545,Loyal
1,0,1,1,8,1,0,1,0,0,2,0,2,2,0,1,2,94.75,5819,0,0.7344683334635758,At Risk
1,0,1,1,72,1,0,1,2,2,0,2,2,2,2,0,0,105.5,5832,0,0.018691175285483207,Loyal
0,0,0,0,64,1,2,2,1,1,1,1,1,1,1,0,3,24.7,1119,0,0.017455866486405524,Loyal
0,1,0,0,22,1,0,0,2,0,2,2,0,2,0,1,3,69.75,981,0,0.21735230584004786,Loyal
1,0,1,0,60,0,1,0,0,2,2,2,2,2,0,1,0,60.2,3105,0,0.16343000740364627,Loyal
0,0,1,1,28,1,0,1,0,0,0,0,0,2,0,1,2,81.05,1859,1,0.48638979904678836,Dormant
0,0,1,0,61,1,2,2,1,1,1,1,1,1,2,0,3,24.4,769,0,0.009737994756712536,Loyal
0,0,0,0,24,1,2,1,0,2,2,0,2,2,0,1,2,104.15,2139,0,0.6447477545159795,Dormant
1,0,1,1,28,1,0,1,0,2,2,2,2,0,1,0,0,92.9,2403,0,0.12503008784688663,Loyal
0,0,1,1,30,1,0,0,0,2,2,2,2,2,2,0,0,80.8,2004,0,0.03905606666297437,Loyal
1,0,1,0,2,1,0,2,1,1,1,1,1,1,0,0,3,20.0,3254,0,0.20323450925839567,Loyal
1,0,0,0,1,1,2,1,0,0,0,0,0,0,0,1,2,75.1,5768,0,0.7450112806862355,At Risk
1,0,0,1,6,1,0,2,1,1,1,1,1,1,0,0,3,19.65,6,0,0.12269657741220338,Loyal
0,0,1,0,24,1,0,0,0,2,0,0,2,2,0,1,0,69.45,1076,0,0.3242487337122981,Dormant
1,0,1,1,4,1,2,1,0,0,2,0,2,2,0,0,2,101.15,3297,1,0.7344606733790369,At Risk
1,0,0,0,7,1,2,1,0,2,0,0,2,2,0,1,2,99.8,5337,1,0.7890438666519662,At Risk
1,1,1,0,72,1,2,1,2,2,2,2,2,2,2,1,0,116.05,6181,0,0.051193120274192025,Loyal
1,0,0,0,70,0,1,0,0,0,0,2,0,2,2,1,3,40.05,2425,0,0.029780124011507716,Loyal
1,1,1,0,64,1,2,1,0,0,2,2,2,2,2,0,2,102.1,5228,0,0.07989649614850242,Loyal
1,0,1,1,72,1,2,1,0,2,0,0,2,0,1,1,2,89.7,5256,0,0.10890636131390943,Loyal
0,0,0,1,44,1,0,2,1,1,1,1,1,1,2,0,3,19.9,6263,0,0.013424997769118192,Loyal
0,0,1,1,13,1,0,0,0,0,0,0,0,2,0,0,2,55.95,5689,1,0.35686580009800184,Dormant
0,1,0,0,17,1,0,2,1,1,1,1,1,1,1,0,3,20.65,2867,0,0.07915991365795474,Loyal
1,0,0,0,1,1,0,0,0,0,0,0,0,2,0,1,2,55.0,4558,1,0.533307088008611,Dormant
1,0,1,0,9,1,0,0,0,0,2,0,2,2,0,1,3,70.05,4670,0,0.5655429184261906,Dormant
1,0,1,0,24,1,0,0,2,0,0,2,0,0,0,0,3,53.6,578,0,0.09548368855208733,Loyal
0,0,1,1,1,1,0,1,0,2,0,0,0,0,0,1,2,74.7,5723,1,0.6303873326216766,Dormant
1,0,0,0,24,1,2,1,0,2,0,0,0,0,0,1,2,80.25,1432,1,0.4775479548003983,Dormant
1,1,1,1,35,1,0,0,0,2,0,2,2,2,0,1,2,76.05,2386,0,0.21521660292299483,Loyal
0,0,1,1,7,1,0,0,2,2,2,2,2,0,0,1,2,75.7,4597,0,0.24015509838741902,Loyal
1,0,0,0,5,1,0,1,0,0,0,2,2,2,0,1,2,96.1,3856,1,0.6954150055637599,Dormant
0,0,0,1,15,1,0,1,0,0,0,0,0,0,0,0,0,69.0,6520,1,0.4276651635444941,Dormant
1,0,1,1,11,1,0,2,1,1,1,1,1,1,2,0,3,19.65,1887,0,0.03146888119704828,Loyal
0,0,1,0,48,0,1,0,2,0,2,0,0,2,0,1,0,45.3,1763,1,0.18987432320605077,Loyal
0,1,0,0,20,1,0,1,0,0,0,0,0,2,0,1,2,81.45,1156,0,0.6199504569498708,Dormant
0,0,1,0,72,1,2,1,0,2,2,2,2,2,1,1,0,108.5,6026,0,0.12440284084261868,Loyal
